БЕ,Дата транзакции,Сумма в RUB
1,2018-08-08,-15652028.738853503
1,2018-08-15,-19357466.649681527
1,2018-08-22,-5876347.286624203
1,2018-08-29,-12792989.261146497
1,2018-09-05,-16247857.522292992
1,2018-09-12,-3900012.6942675156
1,2018-09-19,-22115480.541401275
1,2018-09-26,-10039088.165605094
1,2018-10-03,-3299666.426751592
1,2018-10-10,-15664943.847133758
1,2018-10-17,-19454255.292993627
1,2018-10-24,-14218110.133757962
1,2018-10-31,-3427601.2101910827
1,2018-11-07,-386727.24203821656
1,2018-11-14,-19964378.60509554
1,2018-11-21,-24715322.585987262
1,2018-11-28,-11251384.579617834
1,2018-12-05,-169503.18471337578
1,2018-12-12,-18516456.885350317
1,2018-12-19,-25911087.662420385
1,2018-12-26,-6056516.127388535
1,2019-01-09,-19614162.82165605
1,2019-01-16,-20282338.038216557
1,2019-01-23,-17648091.713375796
1,2019-01-30,-3899230.464968153
1,2019-02-06,-15612089.114649681
1,2019-02-13,-20613375.77707006
1,2019-02-20,-12052163.917197453
1,2019-02-27,-12730339.910828024
1,2019-03-06,-15172032.993630573
1,2019-03-13,-18611706.19745223
1,2019-03-20,-11394122.248407643
1,2019-03-27,-6458586.191082803
1,2019-04-03,-3737115.923566879
1,2019-04-10,-16643774.006369427
1,2019-04-17,-35267811.11464968
1,2019-04-24,-13918099.305732483
1,2019-05-06,-4554.140127388535
1,2019-05-08,-16395899.127388533
1,2019-05-15,-15738252.6433121
1,2019-05-22,-19233912.210191082
1,2019-05-29,-2503300.636942675
1,2019-06-05,-16736556.299363056
1,2019-06-14,-19396128.394904457
1,2019-06-19,-6539320.904458598
1,2019-06-26,-5910572.554140127
1,2019-07-03,-3203105.732484076
1,2019-07-10,-15502807.350318471
1,2019-07-17,-18248207.89808917
1,2019-07-24,-11928610.22929936
1,2019-07-31,-5138018.535031847
1,2019-08-07,-17134008.598726112
1,2019-08-14,-17155528.98089172
1,2019-08-21,-682653.3885350318
1,2019-08-28,-16807438.261146497
1,2019-09-04,-16803843.13375796
1,2019-09-11,-17015932.617834397
1,2019-09-18,-6130400.089171975
1,2019-09-19,-119319.73885350318
1,2019-09-25,-14194998.38853503
1,2019-10-02,-573.2484076433121
1,2019-10-09,-14495834.808917196
1,2019-10-16,-15001455.726114647
1,2019-10-23,-10342306.681528661
1,2019-10-30,-6574424.420382165
1,2019-11-06,-295486.4203821656
1,2019-11-13,-16543982.267515924
1,2019-11-20,-24019403.070063695
1,2019-11-27,-15185147.560509555
1,2019-12-04,-223359.4713375796
1,2019-12-11,-15903387.643312102
1,2019-12-18,-24522946.47133758
1,2019-12-25,-14828262.426751593
1,2020-01-10,-513893.2611464968
1,2020-01-15,-16846007.146496814
1,2020-01-22,-25877197.547770698
1,2020-01-29,-18255197.515923567
1,2020-02-05,-193311.14012738853
1,2020-02-12,-17170047.477707006
1,2020-02-19,-27870277.878980894
1,2020-02-26,-16946316.853503186
1,2020-03-04,-218181.14012738853
1,2020-03-11,-15947809.464968152
1,2020-03-18,-27392830.60509554
1,2020-03-25,-14778758.318471337
1,2020-04-01,-11828.484076433122
1,2020-04-08,-18064100.05732484
1,2020-04-15,-18389509.324840765
1,2020-04-17,-2233.1464968152864
1,2020-04-22,-24515151.74522293
1,2020-04-29,-7753818.03821656
1,2020-05-06,-204770.6815286624
1,2020-05-13,-16651622.50955414
1,2020-05-20,-25410803.36942675
1,2020-05-27,-11453827.464968152
1,2020-06-03,-241522.3630573248
1,2020-06-10,-15387765.197452229
1,2020-06-17,-22357022.0
1,2020-06-25,-12744853.070063693
1,2020-07-02,-1528.6624203821655
1,2020-07-08,-15227049.592356687
1,2020-07-15,-15648628.433121018
1,2020-07-22,-6134287.101910828
1,2020-07-29,-14908493.668789808
1,2020-08-05,-16581876.350318471
1,2020-08-12,-16586495.808917198
1,2020-08-19,-6632505.777070063
1,2020-08-26,-18347897.19745223
1,2020-09-02,-10522.751592356688
1,2020-09-09,-17162723.248407643
1,2020-09-16,-17581454.36942675
1,2020-09-23,-5965096.375796178
1,2020-09-30,-16504714.318471337
1,2020-10-07,-17301446.01910828
1,2020-10-14,-17795006.98089172
1,2020-10-21,-6067071.254777069
1,2020-10-28,-15054817.280254776
1,2020-11-05,-240031.8535031847
1,2020-11-11,-18746450.21656051
1,2020-11-18,-27191157.617834393
1,2020-11-25,-16689107.13375796
1,2020-12-02,-1528.6624203821655
1,2020-12-09,-17961486.70700637
1,2020-12-16,-18050478.789808918
1,2020-12-23,-19270709.140127387
1,2020-12-30,-8601561.757961784
2,2017-01-11,-4402282.0636942675
2,2017-01-18,-21368.15286624204
2,2017-01-25,-5897387.222929936
2,2017-02-01,-1503.7261146496814
2,2017-02-08,-2792316.0891719745
2,2017-02-15,-202633.75796178344
2,2017-02-22,-6908736.184713376
2,2017-03-01,-10206.630573248407
2,2017-03-10,-3149189.3503184714
2,2017-03-15,-1893679.4904458597
2,2017-03-22,-4382014.318471338
2,2017-04-05,-2885490.585987261
2,2017-04-12,-914108.5605095541
2,2017-04-19,-3615276.9745222926
2,2017-04-20,-375173.0382165605
2,2017-04-26,-1080378.8280254777
2,2017-05-03,-2565662.4203821654
2,2017-05-10,-75691.36305732484
2,2017-05-17,-4803960.4585987255
2,2017-05-24,-73315.8280254777
2,2017-05-31,-190271.3630573248
2,2017-06-07,-2667331.5732484073
2,2017-06-14,-943995.5414012738
2,2017-06-21,-3442439.4904458597
2,2017-06-28,-561126.8089171974
2,2017-07-05,-2524094.76433121
2,2017-07-12,-1112356.6878980892
2,2017-07-19,-3288226.1146496814
2,2017-07-26,-324313.5605095541
2,2017-08-09,-3037870.9363057325
2,2017-08-16,-1013850.9554140127
2,2017-08-23,-3930929.9363057325
2,2017-08-30,-3055631.7961783437
2,2017-09-06,-96587.5668789809
2,2017-09-13,-3726254.7770700636
2,2017-09-20,-3356700.636942675
2,2017-09-27,-1783284.7834394902
2,2017-10-04,-2666452.2292993627
2,2017-10-11,-1203067.5159235669
2,2017-10-18,-3555490.4458598723
2,2017-10-25,-1479671.3885350318
2,2017-11-08,-2311281.541401274
2,2017-11-15,-1345159.2356687898
2,2017-11-22,-2940668.789808917
2,2017-11-29,-1991984.0445859872
2,2017-12-06,-3563870.178343949
2,2017-12-13,-2049636.1337579617
2,2017-12-20,-7098639.27388535
2,2018-01-10,-2707426.7515923567
2,2018-01-17,-5104895.713375796
2,2018-01-24,-3881511.878980892
2,2018-02-07,-2907858.0382165606
2,2018-02-14,-1678597.3757961781
2,2018-02-21,-6953606.923566878
2,2018-03-07,-2856796.178343949
2,2018-03-14,-2304181.8025477706
2,2018-03-21,-3809063.6942675156
2,2018-03-28,-2046434.7707006368
2,2018-04-04,-2661660.426751592
2,2018-04-11,-1164076.433121019
2,2018-04-18,-4860997.694267516
2,2018-04-25,-2356927.719745223
2,2018-05-04,-2705140.127388535
2,2018-05-10,-106582.1847133758
2,2018-05-16,-1980588.3248407643
2,2018-05-23,-3606847.1337579614
2,2018-05-30,-1840989.8598726115
2,2018-06-06,-2353127.3885350316
2,2018-06-13,-1408500.1656050954
2,2018-06-20,-3137484.0764331208
2,2018-06-27,-1623068.1210191082
2,2018-07-04,-2379636.9426751593
2,2018-07-11,-1180074.5222929935
2,2018-07-18,-3172847.1337579614
2,2018-07-25,-2795457.5796178346
2,2018-08-01,-3062.700636942675
2,2018-08-08,-2611436.789808917
2,2018-08-15,-1229391.8407643312
2,2018-08-16,-3999.1464968152864
2,2018-08-22,-3326453.0700636944
2,2018-08-29,-3681867.0828025476
2,2018-09-05,-2797404.9681528662
2,2018-09-12,-1203254.5031847134
2,2018-09-14,-14989.76433121019
2,2018-09-17,-79749.8025477707
2,2018-09-19,-3570229.299363057
2,2018-09-26,-3308802.611464968
2,2018-10-10,-2847625.3184713377
2,2018-10-11,-2588.4267515923566
2,2018-10-12,-27341.783439490442
2,2018-10-15,-120902.96815286623
2,2018-10-17,-5157938.433121019
2,2018-10-24,-1947546.713375796
2,2018-10-31,-1621.503184713376
2,2018-11-07,-2498961.7834394905
2,2018-11-08,-41.25477707006369
2,2018-11-14,-1087637.4267515924
2,2018-11-21,-3347541.4012738853
2,2018-11-28,-2568875.878980892
2,2018-12-05,-2690210.1910828026
2,2018-12-12,-1726759.4585987262
2,2018-12-19,-4284280.872611465
2,2018-12-26,-4117798.656050955
2,2019-01-09,-3668.789808917197
2,2019-01-16,-4352080.719745223
2,2019-01-23,-6984667.85987261
2,2019-01-30,-3653947.770700637
2,2019-02-06,-3348170.03821656
2,2019-02-13,-1134155.0
2,2019-02-20,-4221048.407643312
2,2019-02-27,-3987808.2165605095
2,2019-03-06,-3229700.636942675
2,2019-03-13,-1184687.8980891719
2,2019-03-20,-5350278.573248407
2,2019-03-27,-3131717.891719745
2,2019-04-03,-9363.057324840764
2,2019-04-10,-4377300.27388535
2,2019-04-17,-4328472.152866242
2,2019-04-24,-3295750.0955414013
2,2019-05-06,-3189592.356687898
2,2019-05-08,-107069.5541401274
2,2019-05-15,-1419649.3248407643
2,2019-05-22,-8035475.267515923
2,2019-06-05,-3093131.0573248407
2,2019-06-14,-1343323.949044586
2,2019-06-19,-3951649.6815286623
2,2019-06-26,-2217720.299363057
2,2019-07-03,-2886700.636942675
2,2019-07-17,-4507734.082802547
2,2019-07-23,-15352.738853503184
2,2019-07-24,-686866.6878980891
2,2019-07-31,-953876.0828025477
2,2019-08-07,-2520551.847133758
2,2019-08-14,-642629.3312101911
2,2019-08-21,-6169955.426751592
2,2019-08-28,-113906.3949044586
2,2019-09-04,-2710426.7515923567
2,2019-09-11,-702027.4649681529
2,2019-09-18,-3735023.3439490446
2,2019-09-19,-4763.426751592357
2,2019-09-25,-4624939.554140127
2,2019-10-03,-96.35031847133759
2,2019-10-09,-2988977.535031847
2,2019-10-16,-720559.0191082802
2,2019-10-23,-8511318.662420383
2,2019-10-30,-14215.286624203822
2,2019-11-06,-3122804.5477707004
2,2019-11-13,-636325.4649681528
2,2019-11-20,-4056860.6751592355
2,2019-11-22,-17686.87898089172
2,2019-11-27,-3496020.9617834394
2,2019-12-04,-2679770.7006369424
2,2019-12-11,-555711.5923566879
2,2019-12-18,-5165363.433121019
2,2019-12-25,-2229312.738853503
2,2020-01-10,-10394.904458598725
2,2020-01-15,-3317220.6369426753
2,2020-01-17,-2259.101910828025
2,2020-01-20,-15775.433121019109
2,2020-01-22,-4771377.50955414
2,2020-01-29,-4412804.7197452225
2,2020-02-05,-460642.3949044586
2,2020-02-12,-5866299.573248408
2,2020-02-19,-6867634.0636942675
2,2020-02-26,-4851290.961783439
2,2020-03-04,-3093987.2611464965
2,2020-03-05,-30.4140127388535
2,2020-03-11,-4652671.777070064
2,2020-03-18,-5253229.299363057
2,2020-03-25,-3424550.426751592
2,2020-04-08,-3259108.280254777
2,2020-04-15,-902901.668789809
2,2020-04-22,-4331324.840764331
2,2020-04-29,-3945410.50955414
2,2020-05-06,-3318630.5732484073
2,2020-05-13,-860579.2356687897
2,2020-05-18,-6815.490445859872
2,2020-05-20,-5740287.74522293
2,2020-05-27,-2749191.898089172
2,2020-06-03,-2857630.5732484073
2,2020-06-10,-135696.05732484075
2,2020-06-17,-4266340.662420382
2,2020-06-25,-735404.1210191082
2,2020-07-08,-2316331.2101910827
2,2020-07-15,-658186.4458598726
2,2020-07-22,-3223776.4394904454
2,2020-07-29,-2347826.312101911
2,2020-08-05,-2519211.464968153
2,2020-08-12,-694253.0828025478
2,2020-08-19,-3275808.917197452
2,2020-08-26,-5615160.05732484
2,2020-09-02,-3089152.866242038
2,2020-09-09,-3363.057324840764
2,2020-09-16,-4874139.070063694
2,2020-09-23,-738004.5477707005
2,2020-09-30,-4322814.3694267515
2,2020-10-07,-2998088.1910828026
2,2020-10-14,-604458.5987261146
2,2020-10-21,-4891527.74522293
2,2020-10-28,-1861049.2165605095
2,2020-11-05,-2788208.407643312
2,2020-11-11,-577431.3375796177
2,2020-11-18,-3597024.27388535
2,2020-11-25,-3931630.8216560506
2,2020-12-09,-3151188.025477707
2,2020-12-16,-2368075.3630573247
2,2020-12-23,-5822106.6305732485
2,2020-12-30,-4076472.1337579614
6,2017-01-11,-721219.9872611464
6,2017-01-18,-3654777.070063694
6,2017-01-25,-867157.7324840763
6,2017-02-01,-4726114.649681528
6,2017-02-08,-113324.9872611465
6,2017-02-15,-3119108.280254777
6,2017-02-22,-1757989.611464968
6,2017-03-01,-4742366.23566879
6,2017-03-15,-2551313.159235669
6,2017-03-22,-1374611.8025477706
6,2017-03-29,-3731729.2292993627
6,2017-04-12,-2715664.0318471338
6,2017-04-19,-258598.72611464967
6,2017-04-26,-308603.3885350318
6,2017-05-03,-2196178.3439490446
6,2017-05-10,-955414.0127388535
6,2017-05-17,-2061766.8853503182
6,2017-05-24,-615835.898089172
6,2017-05-31,-1873337.917197452
6,2017-06-14,-2476734.152866242
6,2017-06-21,-738524.356687898
6,2017-06-28,-2136139.757961783
6,2017-07-12,-2279265.1401273883
6,2017-07-19,-275157.2866242038
6,2017-07-26,-1485828.3248407645
6,2017-08-02,-1903184.713375796
6,2017-08-09,-1012738.8535031846
6,2017-08-16,-1497546.3949044584
6,2017-08-23,-267515.92356687895
6,2017-08-30,-2279925.5031847134
6,2017-09-13,-2732887.388535032
6,2017-09-20,-289808.9171974522
6,2017-09-27,-2408024.611464968
6,2017-10-11,-2950651.955414013
6,2017-10-18,-449044.58598726115
6,2017-10-25,-521835.050955414
6,2017-11-01,-2859688.821656051
6,2017-11-08,-1037324.5350318471
6,2017-11-15,-1520382.1656050954
6,2017-11-22,-484076.4331210191
6,2017-11-29,-3912294.840764331
6,2017-12-06,-8096.464968152866
6,2017-12-13,-2149635.74522293
6,2017-12-20,-433121.01910828025
6,2017-12-27,-3878759.25477707
6,2018-01-10,-8096.464968152866
6,2018-01-17,-2474566.1082802545
6,2018-01-24,-592356.6878980892
6,2018-01-31,-4518514.121019108
6,2018-02-07,-636942.6751592356
6,2018-02-14,-2536201.573248408
6,2018-02-21,-477707.00636942673
6,2018-02-28,-3910177.331210191
6,2018-03-07,-725796.4968152866
6,2018-03-14,-3282091.1210191078
6,2018-03-21,-906369.4267515923
6,2018-03-28,-3573825.5286624203
6,2018-04-04,-44426.91082802547
6,2018-04-11,-3387898.0891719745
6,2018-04-18,-711007.6815286624
6,2018-04-25,-2763788.719745223
6,2018-05-04,-183280.41401273885
6,2018-05-10,-113160.54140127388
6,2018-05-16,-1212738.8535031846
6,2018-05-23,-1273885.3503184712
6,2018-05-30,-2224748.171974522
6,2018-06-06,-63341.3949044586
6,2018-06-13,-920382.1656050954
6,2018-06-20,-2384894.0573248407
6,2018-06-27,-2164424.4522292996
6,2018-07-04,-44426.91082802547
6,2018-07-11,-1652729.3885350318
6,2018-07-18,-8023.4394904458595
6,2018-07-25,-1505179.0318471338
6,2018-08-01,-1969426.7515923567
6,2018-08-08,-1789649.8407643312
6,2018-08-15,-1346303.7197452227
6,2018-08-22,-877701.1592356688
6,2018-08-29,-1850761.617834395
6,2018-09-05,-216939.42675159237
6,2018-09-12,-1968789.8089171974
6,2018-09-19,-292993.6305732484
6,2018-09-26,-520062.2738853503
6,2018-10-03,-2211368.152866242
6,2018-10-10,-426592.5159235669
6,2018-10-17,-1585987.2611464967
6,2018-10-24,-1437925.5987261145
6,2018-10-31,-2598815.6242038216
6,2018-11-07,-167755.15923566878
6,2018-11-14,-2361955.414012739
6,2018-11-21,-420382.1656050955
6,2018-11-28,-3271105.4840764333
6,2018-12-05,-119899.6178343949
6,2018-12-12,-2848885.50955414
6,2018-12-19,-575159.2356687898
6,2018-12-26,-296657.80254777067
6,2019-01-09,-4575535.191082803
6,2019-01-16,-2593081.5222929935
6,2019-01-23,-1101044.560509554
6,2019-01-30,-4001019.1082802545
6,2019-02-06,-3078.757961783439
6,2019-02-13,-4120922.121019108
6,2019-02-20,-785107.8089171974
6,2019-02-27,-4309510.3248407645
6,2019-03-06,-96923.99999999999
6,2019-03-13,-2734673.3248407645
6,2019-03-20,-909414.0127388535
6,2019-03-27,-240942.61146496815
6,2019-04-03,-4390265.025477706
6,2019-04-10,-807703.2356687898
6,2019-04-17,-1838853.5031847132
6,2019-04-24,-2598726.1146496814
6,2019-05-06,-788639.6687898089
6,2019-05-08,-44793.2101910828
6,2019-05-15,-983389.9617834395
6,2019-05-22,-251143.59872611464
6,2019-05-29,-2293482.159235669
6,2019-06-05,-47774.10191082802
6,2019-06-14,-1280340.8089171974
6,2019-06-19,-3233275.5031847134
6,2019-06-26,-582632.6815286624
6,2019-07-03,-1929748.9936305732
6,2019-07-10,-2279619.044585987
6,2019-07-17,-629791.9490445859
6,2019-07-24,-538988.5987261146
6,2019-07-31,-46714.91082802548
6,2019-08-07,-180910.9299363057
6,2019-08-14,-385905.3375796178
6,2019-08-21,-1288535.0318471338
6,2019-08-28,-2968269.847133758
6,2019-09-04,-51947.35031847133
6,2019-09-11,-982574.1910828025
6,2019-09-18,-168152.8662420382
6,2019-09-25,-4697434.878980892
6,2019-10-09,-1421802.3184713377
6,2019-10-23,-4183616.50955414
6,2019-10-30,-368859.1082802548
6,2019-11-06,-44793.2101910828
6,2019-11-13,-1155599.1082802548
6,2019-11-20,-350318.4713375796
6,2019-11-27,-3473763.6687898086
6,2019-12-04,-50156.732484076434
6,2019-12-11,-8529.936305732484
6,2019-12-18,-594540.0382165605
6,2019-12-25,-4803262.299363057
6,2020-01-10,-1146.4968152866243
6,2020-01-15,-109672.06369426752
6,2020-01-22,-5126175.968152866
6,2020-01-29,-892864.4140127387
6,2020-02-05,-4127.388535031847
6,2020-02-12,-149180.87898089172
6,2020-02-19,-338216.5605095541
6,2020-02-26,-4899070.515923567
6,2020-03-04,-83851.93630573248
6,2020-03-11,-157662.94267515923
6,2020-03-18,-380214.01273885346
6,2020-03-25,-5048762.687898089
6,2020-04-01,-51845.82165605095
6,2020-04-08,-5010.617834394904
6,2020-04-15,-110117.45859872611
6,2020-04-22,-5232983.891719745
6,2020-04-29,-302459.5286624204
6,2020-05-06,-41925.96815286624
6,2020-05-13,-122470.09554140126
6,2020-05-20,-2075490.2929936303
6,2020-05-27,-3691964.146496815
6,2020-06-03,-143815.5668789809
6,2020-06-17,-348006.8152866242
6,2020-06-25,-5251461.49044586
6,2020-07-08,-41925.96815286624
6,2020-07-15,-133551.19108280254
6,2020-07-22,-5059332.082802548
6,2020-07-29,-227371.64968152865
6,2020-08-12,-96315.84076433121
6,2020-08-19,-253267.32484076434
6,2020-08-26,-4707970.4522293
6,2020-09-02,-4038.216560509554
6,2020-09-09,-17008.101910828027
6,2020-09-16,-176482.87898089172
6,2020-09-23,-4533061.770700637
6,2020-09-30,-5010.617834394904
6,2020-10-07,-8585.987261146496
6,2020-10-14,-140311.66878980893
6,2020-10-21,-3076433.121019108
6,2020-10-28,-3274442.535031847
6,2020-11-05,-6945.222929936305
6,2020-11-11,-143594.4585987261
6,2020-11-18,-316170.2866242038
6,2020-11-25,-4857611.649681528
6,2020-12-02,-1783.4394904458597
6,2020-12-09,-202909.6942675159
6,2020-12-16,-8341.146496815287
6,2020-12-23,-28727595.19745223
6,2020-12-30,-344147.75796178344
